CA,openssl_acc,openssl_reason,polarssl_acc,polarssl_reason,gnutls_acc,gnutls_reason,matrix_acc,matrix_reason,cons
1149,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1150,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1151,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1152,T,None,T,None,T,None,F," parsing errors

",0
1155,T,None,T,None,T,None,F," parsing errors

",0
1158,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1159,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," basic constraints

",1
116,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1160,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1161,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1162,T,None,T,None,T,None,F," parsing errors

",0
1163,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1165,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1166,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1167,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1168,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1169,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
117,T,None,F," parsing errors

",T,None,T,None,0
1170,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1171,T,None,F," parsing errors

",T,None,F," parsing errors

",0
1172,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1173,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1174,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," parsing errors

",1
1175,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1176,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1178,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1179,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
118,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1181,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1182,T,None,T,None,T,None,F," parsing errors

",0
1184,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1185,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1187,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1188,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1189,T,None,T,None,T,None,F," parsing errors

",0
1190,T,None,F," parsing errors

",T,None,T,None,0
1191,T,None,T,None,T,None,F," parsing errors

",0
1192,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1193,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1194,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1196,T,None,T,None,T,None,F," parsing errors

",0
1198,T,None,F," parsing errors

",T,None,T,None,0
1199,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
120,T,None,T,None,T,None,F," parsing errors

",0
1200,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1201,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1203,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1204,T,None,T,None,T,None,F," parsing errors

",0
1205,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1206,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1207,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," parsing errors

",1
1208,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1209,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
121,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1210,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1212,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1214,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1215,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1216,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1217,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1218,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1219,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
122,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1220,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1221,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1222,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1223,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1224,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1225,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1226,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1227,F," unexpected reason

",F," parsing errors

",T,None,F," parsing errors

",0
1229,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1230,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1231,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1232,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1233,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1234,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1235,T,None,T,None,T,None,F," parsing errors

",0
1239,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
124,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1240,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," basic constraints

",1
1241,T,None,T,None,T,None,F," parsing errors

",0
1242,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1243,T,None,T,None,T,None,F," parsing errors

",0
1247,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1248,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1249,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1250,T,None,T,None,T,None,F," parsing errors

",0
1251,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1252,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1253,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1254,T,None,F," parsing errors

",T,None,F," parsing errors

",0
1257,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1258,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1259,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
126,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1260,T,None,F," parsing errors

",T,None,T,None,0
1261,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1262,T,None,T,None,T,None,F," parsing errors

",0
1264,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1265,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1266,T,None,T,None,T,None,F," parsing errors

",0
1267,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1269,T,None,T,None,T,None,F," parsing errors

",0
127,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," parsing errors

",1
1270,T,None,F," parsing errors

",T,None,F," parsing errors

",0
1272,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1273,T,None,T,None,T,None,F," parsing errors

",0
1274,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1275,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1276,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1278,T,None,F," parsing errors

",T,None,T,None,0
1279,T,None,F," parsing errors

",T,None,T,None,0
1280,T,None,T,None,T,None,F," parsing errors

",0
1282,T,None,T,None,T,None,F," parsing errors

",0
1283,T,None,T,None,T,None,F," parsing errors

",0
1284,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1287,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1289,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1290,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1291,T,None,F," parsing errors

",T,None,T,None,0
1292,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1293,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1294,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1296,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1297,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1299,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
130,T,None,T,None,T,None,F," parsing errors

",0
1300,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1301,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1302,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1303,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1305,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1306,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1307,T,None,T,None,T,None,F," parsing errors

",0
1308,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1309,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
131,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1310,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1311,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1312,T,None,F," parsing errors

",T,None,F," parsing errors

",0
1314,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1315,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1316,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1317,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1318,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1320,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1323,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1324,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1326,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1327,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1329,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1331,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1332,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1334,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1336,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1337,F," unexpected reason

",F," self-signed or not signed by a trusted CA

",F," not CA
unknown reason

",F," basic constraints

",1
1338,T,None,T,None,T,None,F," parsing errors

",0
1339,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
134,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1340,T,None,F," parsing errors

",T,None,T,None,0
1342,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1343,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1344,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1345,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
1348,T,None,T,None,T,None,F," parsing errors

",0
1349,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
135,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1350,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1351,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1352,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1353,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1354,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1355,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1358,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1359,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
136,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1360,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1361,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1362,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1364,T,None,T,None,T,None,F," parsing errors

",0
1366,T,None,T,None,T,None,F," xtension (KEY_USAGE)

",0
1367,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1368,T,None,T,None,T,None,F," parsing errors

",0
1369,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
137,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1370,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1371,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1372,T,None,T,None,T,None,F," parsing errors

",0
1373,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1374,T,None,F," parsing errors

",T,None,T,None,0
1375,T,None,T,None,T,None,F," parsing errors

",0
1377,T,None,F," parsing errors

",T,None,T,None,0
1378,T,None,F," parsing errors

",T,None,F," parsing errors

",0
1379,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
138,T,None,T,None,T,None,F," parsing errors

",0
1381,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," basic constraints

",1
1382,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," parsing errors

",1
1383,F," unexpected reason

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1384,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1385,F," 20 at 0 depth lookup: unable to get local issuer certificate

",F," parsing errors

",F," unavaliable issuer data

",F," distinguished name match

",1
1386,F," unexpected reason

",F," parsing errors

",T,None,T,None,0
